student_id,question,difficulty,skill,response_time,correct,attempt_count
129,507 × 779,2,2,8.232451084081042,1,1
129,937 ÷ 937,2,3,3.794595582429794,1,1
129,240 + 879,2,0,7.6975704803613,0,3
129,32 + 23,1,0,5.761006039009796,0,2
129,4 + 10,0,0,6.268468661932454,1,1
129,24 + 86,1,0,7.506687062008444,1,1
129,778 + 695,2,0,7.307246823742356,1,1
129,477 - 357,2,1,1.4425621929104437,0,3
129,86 - 33,1,1,5.5128978974097596,1,1
129,756 - 555,2,1,1.6669424460181668,0,4
129,63 - 40,1,1,5.145706387182682,1,1
129,338 - 219,2,1,2.1057040911368157,0,2
130,8 + 3,0,0,9.655688836974496,1,1
130,40 + 95,1,0,6.16594250381783,1,1
130,393 + 222,2,0,4.727330109907456,0,3
130,87 + 47,1,0,2.255608669644238,0,2
130,6 + 5,0,0,4.93255842288034,1,1
130,56 + 49,1,0,3.205871456049116,0,2
130,4 + 6,0,0,4.807556898131741,0,3
130,9 + 7,0,0,2.4351002614940844,0,2
130,1 + 7,0,0,3.9968147711152544,1,1
130,70 + 26,1,0,8.997691504236844,0,3
130,10 + 2,0,0,8.890913545615762,1,1
130,40 + 16,1,0,4.598607255301955,0,3
130,5 + 10,0,0,8.504706797840612,1,1
130,60 + 37,1,0,9.0018655890752,1,1
130,753 + 865,2,0,5.397683480447565,0,3
130,98 + 91,1,0,3.115212488768967,0,2
130,3 + 7,0,0,1.5022100581637665,1,1
130,25 + 30,1,0,1.6265111490828066,1,1
130,281 + 105,2,0,4.588706172068239,0,2
130,79 + 81,1,0,2.767411116191571,1,1
130,636 + 179,2,0,3.7745335150371213,0,4
130,11 + 49,1,0,6.2266328428206545,0,2
130,4 + 9,0,0,3.879133317544412,1,1
130,36 + 23,1,0,1.785904821794957,0,2
130,8 + 7,0,0,3.056991623281225,1,1
130,11 + 62,1,0,3.2250866398848115,0,4
130,1 + 2,0,0,2.308965337171422,1,1
130,66 + 77,1,0,9.53952202633974,1,1
130,694 + 421,2,0,4.731009747743532,0,4
130,44 + 56,1,0,1.2676099194259292,0,2
131,8 + 6,0,0,2.1712288820776955,1,1
131,36 + 19,1,0,9.980645841869968,0,3
131,5 + 8,0,0,5.53015615609535,1,1
131,64 + 98,1,0,3.824829144857702,1,1
131,945 + 141,2,0,3.7793072115359587,0,4
131,16 + 49,1,0,1.791737459380911,1,1
131,527 + 772,2,0,4.22569322990128,0,3
131,100 + 90,1,0,5.504439626403186,0,2
131,7 + 5,0,0,7.214547025408179,1,1
131,95 + 95,1,0,7.481514348840345,1,1
131,666 + 698,2,0,2.7451938590181664,0,3
131,50 + 60,1,0,2.457806549338229,0,2
131,8 + 1,0,0,3.189694518947098,1,1
131,50 + 19,1,0,8.209443418706803,1,1
131,622 + 200,2,0,2.083853715794603,0,3
131,32 + 92,1,0,5.5521921293152445,0,3
131,7 + 5,0,0,7.968208145640659,1,1
131,92 + 12,1,0,4.9522249198501935,0,3
131,1 + 10,0,0,4.074424013353398,1,1
131,43 + 44,1,0,7.854041789722342,1,1
131,478 + 298,2,0,2.9037215141423323,1,1
131,777 - 307,2,1,7.748226479821568,1,1
131,298 × 774,2,2,3.5003136971310176,0,2
131,85 × 37,1,2,2.3964906940773596,1,1
131,196 × 685,2,2,8.917848267850328,0,3
131,69 × 75,1,2,8.72882122147755,1,1
131,224 × 794,2,2,5.61051539784151,1,1
131,131 ÷ 131,2,3,8.554147295202016,0,3
131,32 ÷ 16,1,3,9.346487705916115,1,1
131,308 ÷ 154,2,3,7.168862745433535,0,3
132,6 + 4,0,0,4.705762054375616,0,3
132,8 + 9,0,0,6.050549082352074,0,4
132,1 + 2,0,0,2.956442170064282,0,4
132,1 + 5,0,0,4.487640160446859,1,1
132,70 + 59,1,0,5.184105031264529,0,2
132,10 + 8,0,0,1.5583320422253375,1,1
132,75 + 74,1,0,5.153796029368045,1,1
132,531 + 971,2,0,5.589825099427592,0,4
132,84 + 92,1,0,1.0324999344947619,0,2
132,8 + 5,0,0,3.7268687696886387,1,1
132,66 + 88,1,0,7.234667926390015,1,1
132,126 + 797,2,0,2.648532310514637,0,4
132,67 + 10,1,0,7.882249944224605,1,1
132,114 + 462,2,0,7.503887821635875,0,4
132,80 + 62,1,0,6.95439458243644,0,2
132,1 + 1,0,0,3.6363648188782856,0,3
132,5 + 5,0,0,5.540005359375319,1,1
132,53 + 63,1,0,7.274526723013061,1,1
132,611 + 926,2,0,7.443208137926416,0,3
132,48 + 89,1,0,7.41305630449876,1,1
132,942 + 610,2,0,4.546186244311338,1,1
132,326 - 185,2,1,8.732712746491636,1,1
132,611 × 618,2,2,7.097235154105313,1,1
132,890 ÷ 445,2,3,7.801549894210101,0,3
132,56 ÷ 56,1,3,2.9322748250174246,0,3
132,8 ÷ 8,0,3,3.9802355292127385,1,1
132,53 ÷ 53,1,3,9.652801588872851,1,1
132,190 ÷ 190,2,3,4.550428588806476,0,4
132,44 ÷ 44,1,3,1.713054940008857,0,4
132,4 ÷ 2,0,3,9.117277999070243,1,1
133,2 + 10,0,0,9.97699572132337,1,1
133,41 + 27,1,0,1.3120646750171066,0,4
133,7 + 8,0,0,6.961731542081513,1,1
133,85 + 75,1,0,1.932923802161794,1,1
133,171 + 854,2,0,2.8539668383715586,0,4
133,75 + 82,1,0,5.081781621668801,1,1
133,273 + 318,2,0,5.458353610950885,0,4
133,39 + 20,1,0,8.897323319724038,1,1
133,749 + 555,2,0,8.219681489372615,0,2
133,70 + 62,1,0,1.212821374006265,0,4
133,6 + 10,0,0,8.223893046145287,0,3
133,7 + 9,0,0,2.770099452313164,1,1
133,79 + 84,1,0,2.555246975339381,1,1
133,899 + 613,2,0,2.843717517247108,0,3
133,81 + 88,1,0,6.978123916872847,0,2
133,3 + 6,0,0,9.291999753786836,0,4
133,6 + 8,0,0,2.540607676039324,1,1
133,61 + 43,1,0,1.9015100002163408,1,1
133,198 + 435,2,0,7.11211719098336,1,1
133,684 - 621,2,1,2.281523642162277,0,2
133,44 - 21,1,1,8.683160848908399,0,2
133,4 - 2,0,1,8.356691109347022,1,1
133,53 - 47,1,1,3.125902300976023,0,3
133,8 - 4,0,1,2.7576620913346472,0,4
133,7 - 4,0,1,2.8925414263544598,1,1
133,59 - 56,1,1,7.644434438285906,1,1
133,977 - 949,2,1,8.795317469237201,0,4
133,23 - 10,1,1,5.027618019725315,1,1
133,801 - 222,2,1,9.096586154001232,0,3
133,52 - 27,1,1,8.52859713809536,0,4
134,5 + 10,0,0,5.999210065914335,1,1
134,12 + 13,1,0,4.612249139402776,1,1
134,377 + 277,2,0,9.985337144812574,0,2
134,25 + 83,1,0,2.747979637886829,1,1
134,213 + 460,2,0,5.831567763178777,0,3
134,21 + 46,1,0,2.686148995669921,0,2
134,1 + 9,0,0,1.7424313915197012,1,1
134,27 + 57,1,0,1.801273961542039,0,3
134,8 + 6,0,0,9.448794468619443,0,2
134,3 + 9,0,0,2.671433318453034,0,3
134,8 + 10,0,0,7.920475454763837,0,4
134,7 + 2,0,0,4.635909518609326,1,1
134,27 + 28,1,0,5.003630183956014,0,4
134,10 + 7,0,0,2.973304624514694,1,1
134,64 + 76,1,0,2.8966692658072777,0,2
134,6 + 5,0,0,8.538088028466193,0,3
134,5 + 10,0,0,9.005345149727164,1,1
134,95 + 22,1,0,7.089433319939239,1,1
134,165 + 286,2,0,1.3560608466139525,1,1
134,704 - 589,2,1,7.28087260519982,1,1
134,140 × 507,2,2,3.942125675250755,0,2
134,95 × 63,1,2,6.902728623945162,0,2
134,1 × 7,0,2,2.1112895760579966,1,1
134,44 × 89,1,2,2.0098378454401353,0,4
134,2 × 9,0,2,3.521969064153591,1,1
134,20 × 69,1,2,1.5855831498653599,1,1
134,977 × 300,2,2,7.4772267829476995,1,1
134,830 ÷ 415,2,3,6.534126100753271,0,3
134,90 ÷ 10,1,3,4.135914775835347,0,4
134,6 ÷ 3,0,3,8.886915443967599,1,1
135,9 + 9,0,0,1.3709335776732916,0,3
135,3 + 6,0,0,8.831017154497758,1,1
135,87 + 15,1,0,6.854865655366379,0,4
135,7 + 3,0,0,8.739846190117905,0,2
135,1 + 7,0,0,9.573355104951245,0,4
135,1 + 4,0,0,2.346026612722086,1,1
135,99 + 75,1,0,6.337960677445618,0,4
135,3 + 8,0,0,6.174654987065707,1,1
135,31 + 75,1,0,7.351095755727621,0,4
135,9 + 1,0,0,8.211161156949428,0,3
135,7 + 7,0,0,5.043802355604304,1,1
135,89 + 34,1,0,5.331178559923508,0,4
135,5 + 4,0,0,8.278285636031477,1,1
135,94 + 13,1,0,2.952535853684325,0,2
135,2 + 7,0,0,2.1606924029069225,1,1
135,15 + 51,1,0,3.957095056934567,0,2
135,1 + 3,0,0,7.566415742022075,0,4
135,5 + 5,0,0,7.359604723998392,1,1
135,46 + 57,1,0,1.1077906200018985,1,1
135,910 + 854,2,0,5.645367088095129,0,3
135,18 + 73,1,0,5.340660584769531,0,4
135,8 + 10,0,0,3.9649935353112387,1,1
135,67 + 19,1,0,4.202946837989238,1,1
135,116 + 945,2,0,3.6382804994070543,0,3
135,38 + 19,1,0,9.34013361235755,0,2
135,10 + 10,0,0,9.019543260815954,1,1
135,69 + 38,1,0,8.44428489233463,1,1
135,538 + 448,2,0,1.724800200801175,0,3
135,88 + 87,1,0,8.613634267187026,1,1
135,136 + 172,2,0,9.975656426176673,1,1
136,3 + 3,0,0,4.981963856747829,1,1
136,71 + 26,1,0,4.4839232874627,1,1
136,859 + 401,2,0,4.259703397386124,0,4
136,92 + 97,1,0,7.892358258222551,0,3
136,7 + 3,0,0,4.677919464736284,1,1
136,62 + 44,1,0,6.409820627578817,0,3
136,8 + 3,0,0,3.2383318688745066,1,1
136,54 + 63,1,0,5.964961592484719,0,3
136,9 + 3,0,0,2.071383938360988,0,2
136,9 + 5,0,0,5.067872433727335,1,1
136,58 + 34,1,0,3.0863532453302254,1,1
136,748 + 922,2,0,8.352920005246638,0,3
136,22 + 46,1,0,6.728661997171661,0,2
136,7 + 7,0,0,8.564690678208557,0,3
136,3 + 6,0,0,6.677865535272694,1,1
136,60 + 77,1,0,2.1467399794066457,1,1
136,145 + 892,2,0,7.9255295289512615,0,2
136,25 + 66,1,0,5.089635782054239,1,1
136,927 + 224,2,0,3.9424435329637375,0,4
136,38 + 45,1,0,1.3724303038865426,0,2
136,10 + 4,0,0,5.743752298638323,1,1
136,49 + 15,1,0,2.569758123642959,1,1
136,485 + 666,2,0,6.6219521708820075,0,3
136,83 + 17,1,0,9.87178156157278,0,4
136,3 + 8,0,0,5.771333185880543,1,1
136,55 + 45,1,0,3.4950537102238597,1,1
136,659 + 269,2,0,6.1111118611093636,0,3
136,71 + 37,1,0,8.74287712800303,0,2
136,5 + 2,0,0,1.5019643727555216,1,1
136,92 + 85,1,0,6.017352039806235,1,1
137,1 + 4,0,0,4.162591330667682,0,3
137,4 + 4,0,0,2.105426014312103,1,1
137,21 + 50,1,0,1.0980801119453951,0,4
137,3 + 1,0,0,9.659768337941053,1,1
137,18 + 89,1,0,9.69727474755607,1,1
137,363 + 254,2,0,3.2382280244761064,1,1
137,531 - 247,2,1,2.209504068310982,1,1
137,606 × 906,2,2,7.646078583486366,1,1
137,758 ÷ 758,2,3,8.337168450682967,0,4
137,75 ÷ 25,1,3,6.252597850758501,0,2
137,9 ÷ 1,0,3,4.723203690060577,1,1
137,75 ÷ 25,1,3,6.844864661857617,0,2
137,2 ÷ 2,0,3,4.575934446327928,0,4
137,5 ÷ 5,0,3,4.028953786122233,0,3
137,8 ÷ 4,0,3,6.082210063716405,0,3
137,5 ÷ 1,0,3,5.768135020950329,1,1
137,60 ÷ 10,1,3,8.560463947423356,0,4
137,9 ÷ 9,0,3,7.18269645374725,1,1
137,80 ÷ 80,1,3,1.4988535582547695,1,1
137,578 ÷ 289,2,3,1.5426673223547804,0,4
137,60 ÷ 15,1,3,3.5246501261126,0,3
137,10 ÷ 2,0,3,9.029955970875038,1,1
137,68 ÷ 68,1,3,7.333310038605429,1,1
137,587 ÷ 587,2,3,6.867464164041388,0,2
137,70 ÷ 10,1,3,9.502238666942139,1,1
137,798 ÷ 133,2,3,5.009918702951166,1,1
137,651 + 807,2,0,4.982583675726325,0,2
137,66 + 62,1,0,9.915853283180024,0,4
137,2 + 9,0,0,3.647773585203734,1,1
137,48 + 52,1,0,2.478249812313185,1,1
138,8 + 8,0,0,3.293561153295329,0,3
138,8 + 4,0,0,2.0548361743760784,0,4
138,3 + 2,0,0,4.827668217025504,1,1
138,41 + 90,1,0,7.172023134905448,0,4
138,1 + 7,0,0,5.578766294893155,1,1
138,52 + 84,1,0,1.6948431236408517,1,1
138,104 + 816,2,0,2.951207694195281,1,1
138,721 - 503,2,1,7.290787453275655,0,2
138,92 - 56,1,1,4.21210932970614,0,4
138,6 - 6,0,1,7.034251042369755,1,1
138,69 - 50,1,1,1.1377716469485208,1,1
138,333 - 144,2,1,2.2086031824777645,1,1
138,384 × 850,2,2,8.162229893268812,1,1
138,578 ÷ 578,2,3,9.999926776888595,1,1
138,575 + 898,2,0,7.136209373508313,0,4
138,12 + 11,1,0,8.968368280205684,1,1
138,934 + 566,2,0,1.742249441647914,1,1
138,758 - 588,2,1,1.7766407532458477,1,1
138,272 × 417,2,2,8.332415357317945,1,1
138,322 ÷ 322,2,3,1.0569164569762668,0,4
138,46 ÷ 23,1,3,4.539633646011007,1,1
138,780 ÷ 156,2,3,8.03757067517635,0,4
138,49 ÷ 49,1,3,6.51898523342523,1,1
138,591 ÷ 197,2,3,7.5223612527188894,0,3
138,100 ÷ 50,1,3,5.820693867195923,0,3
138,2 ÷ 2,0,3,3.3448207483243104,1,1
138,39 ÷ 39,1,3,2.820381623521869,0,4
138,8 ÷ 4,0,3,1.21716071584129,1,1
138,58 ÷ 29,1,3,2.0223458092862368,0,3
138,1 ÷ 1,0,3,6.494968951365809,0,3
139,7 + 4,0,0,4.860272984593195,1,1
139,80 + 15,1,0,6.529225040101948,1,1
139,857 + 304,2,0,2.7942611038958547,0,3
139,67 + 17,1,0,5.875262164855743,0,4
139,6 + 10,0,0,2.5860098347521374,0,2
139,2 + 5,0,0,8.865593266045074,1,1
139,28 + 94,1,0,1.9511999030476583,1,1
139,867 + 854,2,0,2.5113248937881893,0,3
139,87 + 69,1,0,2.4197531699431742,1,1
139,730 + 743,2,0,1.574578110784769,0,2
139,55 + 96,1,0,7.0864406981759425,1,1
139,873 + 978,2,0,1.0223561763140578,1,1
139,467 - 424,2,1,3.981400843936345,0,2
139,81 - 56,1,1,1.0370005390538632,1,1
139,381 - 152,2,1,2.8630261242114665,0,3
139,81 - 37,1,1,5.542954046551961,1,1
139,711 - 310,2,1,5.094407744874303,0,2
139,82 - 51,1,1,5.413594991601729,0,3
139,5 - 4,0,1,9.380264124887328,0,3
139,4 - 1,0,1,3.8856246961763903,1,1
139,97 - 39,1,1,7.1629415797277485,0,2
139,9 - 3,0,1,1.7021378754401335,1,1
139,72 - 62,1,1,6.916868560774642,0,3
139,3 - 3,0,1,3.3566545575184437,0,3
139,8 - 5,0,1,2.871445611141703,1,1
139,81 - 53,1,1,5.496534424050369,0,3
139,10 - 2,0,1,4.275257074566982,0,3
139,10 - 10,0,1,7.753760009428456,1,1
139,84 - 26,1,1,8.896972413750545,1,1
139,652 - 530,2,1,5.730170626925024,0,4
140,2 + 4,0,0,2.564100247071551,1,1
140,17 + 88,1,0,6.4184997426835,0,2
140,10 + 5,0,0,7.246012116773499,1,1
140,21 + 24,1,0,6.612120099723269,0,2
140,10 + 8,0,0,4.686724385910638,0,3
140,1 + 9,0,0,9.62520621096838,1,1
140,13 + 88,1,0,6.912403077542011,0,2
140,5 + 8,0,0,5.15345142255493,1,1
140,50 + 99,1,0,8.949240351927417,0,2
140,3 + 6,0,0,8.878623420022992,1,1
140,67 + 46,1,0,4.101148954321769,0,3
140,2 + 9,0,0,2.468315292322648,1,1
140,66 + 42,1,0,8.735501021054136,0,3
140,5 + 5,0,0,3.0493007354831567,1,1
140,20 + 58,1,0,7.129715478631853,1,1
140,997 + 159,2,0,8.926728343618043,0,3
140,84 + 99,1,0,2.1926620284175047,1,1
140,342 + 349,2,0,2.82272480051926,0,3
140,53 + 99,1,0,6.968682569519659,0,2
140,8 + 3,0,0,4.846231499378975,1,1
140,49 + 38,1,0,3.4577158743621883,0,4
140,4 + 9,0,0,2.519553905599908,1,1
140,76 + 38,1,0,7.6869938125851585,0,3
140,10 + 2,0,0,1.7747070276222994,1,1
140,96 + 97,1,0,9.457402599839295,0,4
140,1 + 7,0,0,9.36153204267503,0,3
140,9 + 4,0,0,7.106722375896235,1,1
140,41 + 54,1,0,3.408337170603821,0,4
140,6 + 8,0,0,7.74682112026656,1,1
140,88 + 90,1,0,6.148859463608094,0,2
141,9 + 10,0,0,6.464505794449969,1,1
141,85 + 54,1,0,2.4187287687313916,0,4
141,2 + 10,0,0,5.206877076357184,0,2
141,8 + 9,0,0,7.485974791989128,0,2
141,10 + 6,0,0,1.9671749432336907,1,1
141,75 + 15,1,0,5.9904969735244435,1,1
141,487 + 624,2,0,8.976355932677823,0,2
141,74 + 32,1,0,6.6738438756605545,1,1
141,125 + 761,2,0,4.921199592640768,1,1
141,958 - 429,2,1,8.854359997316006,1,1
141,650 × 521,2,2,8.819323611508667,0,4
141,42 × 27,1,2,4.871028660455943,1,1
141,787 × 642,2,2,1.50663361807653,0,3
141,73 × 60,1,2,7.658675868707183,0,4
141,7 × 3,0,2,2.394014039353791,1,1
141,98 × 65,1,2,2.8217243526803744,1,1
141,203 × 588,2,2,4.268005794416377,1,1
141,240 ÷ 120,2,3,5.369946796960028,0,4
141,96 ÷ 96,1,3,5.920875578366723,0,2
141,9 ÷ 3,0,3,4.0087830687612716,1,1
141,98 ÷ 49,1,3,4.04548138830754,0,3
141,6 ÷ 3,0,3,1.0680406855720541,0,4
141,10 ÷ 5,0,3,5.835114967358722,1,1
141,65 ÷ 13,1,3,2.8077483449172655,1,1
141,566 ÷ 566,2,3,2.0150354557336536,1,1
141,964 + 177,2,0,1.4040504894177195,1,1
141,624 - 124,2,1,2.786731930286928,0,3
141,84 - 38,1,1,5.771719137739116,1,1
141,767 - 330,2,1,8.679566780882501,0,2
141,100 - 66,1,1,6.393904748934651,0,2
142,1 + 8,0,0,2.122734149234884,1,1
142,33 + 93,1,0,1.020104222084421,1,1
142,303 + 156,2,0,1.25847761008992,0,3
142,93 + 21,1,0,5.154509509606748,1,1
142,711 + 250,2,0,9.522068842019173,0,4
142,65 + 78,1,0,4.730447611088747,1,1
142,312 + 141,2,0,2.1848704296871753,0,2
142,77 + 89,1,0,3.3302087213257305,1,1
142,442 + 330,2,0,9.73963653450346,0,3
142,67 + 58,1,0,9.739328088073295,0,3
142,1 + 8,0,0,4.004615402589223,1,1
142,61 + 80,1,0,8.019973035420424,1,1
142,661 + 426,2,0,1.3681906146650418,0,4
142,35 + 66,1,0,3.6585316822789906,1,1
142,430 + 992,2,0,1.7528756558124234,0,4
142,41 + 34,1,0,9.67258406572473,0,2
142,1 + 7,0,0,2.1726167028285444,1,1
142,67 + 69,1,0,1.3987735798590137,0,4
142,6 + 5,0,0,3.3122806973224552,1,1
142,47 + 98,1,0,8.970980363727783,0,3
142,1 + 9,0,0,7.017225633166891,1,1
142,90 + 36,1,0,4.831335298402768,1,1
142,374 + 548,2,0,3.8744147174263732,1,1
142,746 - 159,2,1,5.185827535319818,0,2
142,44 - 36,1,1,9.100986976545212,1,1
142,332 - 120,2,1,9.472622651581258,0,4
142,87 - 43,1,1,1.095215331787218,1,1
142,722 - 658,2,1,4.4925065259483645,0,4
142,72 - 66,1,1,8.179563623636485,1,1
142,674 - 305,2,1,6.994052586297311,1,1
143,4 + 5,0,0,8.704051563285603,0,2
143,6 + 6,0,0,3.796413647141794,1,1
143,89 + 99,1,0,2.4728828558050324,0,4
143,6 + 7,0,0,5.883299075156656,1,1
143,95 + 81,1,0,9.201591703929846,0,4
143,10 + 8,0,0,7.481138255250524,1,1
143,37 + 20,1,0,8.40615728351995,1,1
143,522 + 135,2,0,9.415424329522894,1,1
143,795 - 619,2,1,3.7932289058746274,0,4
143,80 - 36,1,1,5.8218064826412705,1,1
143,751 - 576,2,1,8.68185256922942,0,2
143,74 - 40,1,1,2.336150393142985,1,1
143,625 - 613,2,1,9.579322210553075,0,3
143,61 - 39,1,1,3.739602122649845,0,3
143,8 - 4,0,1,6.264187149893687,0,2
143,3 - 1,0,1,2.1825468269410937,1,1
143,82 - 45,1,1,3.724088160722255,0,4
143,9 - 1,0,1,3.382312650292648,0,4
143,9 - 2,0,1,7.765193929562558,1,1
143,87 - 81,1,1,2.368563621939959,0,2
143,8 - 3,0,1,9.49403567829228,1,1
143,97 - 40,1,1,7.134621629718191,1,1
143,522 - 102,2,1,9.856210501966855,0,4
143,61 - 56,1,1,4.337606057214685,1,1
143,418 - 212,2,1,8.503026026255693,0,3
143,86 - 81,1,1,8.640739264540583,0,4
143,7 - 2,0,1,3.1396304858852826,1,1
143,84 - 19,1,1,3.8667771305674474,0,3
143,6 - 4,0,1,6.964960831351245,1,1
143,74 - 23,1,1,1.4966458247233618,1,1
144,8 + 4,0,0,4.738492228585644,1,1
144,26 + 97,1,0,5.260547507949139,1,1
144,925 + 791,2,0,6.15147037573804,0,4
144,33 + 79,1,0,2.7479350309275437,0,3
144,6 + 10,0,0,4.212914194642547,1,1
144,67 + 26,1,0,8.957411903049982,0,2
144,10 + 5,0,0,4.107047488628654,0,2
144,2 + 9,0,0,6.240148793194393,0,3
144,10 + 6,0,0,3.626422318092435,1,1
144,80 + 53,1,0,7.899865573648947,1,1
144,995 + 765,2,0,6.0461306964949415,0,3
144,85 + 39,1,0,7.928616015293105,0,3
144,7 + 10,0,0,3.566898715720822,1,1
144,37 + 30,1,0,2.8903171120453104,1,1
144,675 + 507,2,0,2.921572339171626,0,3
144,87 + 58,1,0,9.336764929018077,1,1
144,245 + 742,2,0,9.242017314933303,1,1
144,863 - 859,2,1,5.093254890798578,1,1
144,782 × 395,2,2,2.939499542797772,0,3
144,11 × 93,1,2,1.818572084965974,1,1
144,322 × 625,2,2,7.3968471250116705,1,1
144,882 ÷ 882,2,3,6.217360263505737,1,1
144,486 + 307,2,0,4.421955482315099,0,2
144,32 + 36,1,0,2.4047412806680097,1,1
144,148 + 333,2,0,6.433893649564905,1,1
144,200 - 188,2,1,5.933040739576242,0,4
144,69 - 24,1,1,5.627851469148421,1,1
144,626 - 134,2,1,1.8516102112873831,0,2
144,52 - 36,1,1,6.9792137099564036,1,1
144,286 - 284,2,1,9.147510037202979,0,2
145,2 + 9,0,0,3.754137980678894,1,1
145,51 + 64,1,0,6.412281509642103,0,3
145,3 + 6,0,0,1.5948023332844885,1,1
145,57 + 32,1,0,3.8825656007281197,0,4
145,9 + 3,0,0,5.604006931805713,1,1
145,86 + 66,1,0,3.0568568618576126,1,1
145,965 + 171,2,0,3.7827014066944735,1,1
145,430 - 394,2,1,6.36486613172871,0,2
145,72 - 56,1,1,4.867766454885116,0,3
145,10 - 3,0,1,3.522502620576847,1,1
145,87 - 74,1,1,6.739151802731245,0,3
145,3 - 2,0,1,7.929582219772207,1,1
145,83 - 34,1,1,5.45182312774539,1,1
145,520 - 169,2,1,8.756160764264777,0,2
145,92 - 64,1,1,5.076214135461965,0,2
145,6 - 4,0,1,1.0971288989984649,0,3
145,9 - 4,0,1,9.261132495983345,0,2
145,3 - 2,0,1,1.4500759497086086,1,1
145,80 - 74,1,1,9.74135182206136,1,1
145,575 - 547,2,1,8.1289994074603,0,3
145,67 - 38,1,1,4.264594335399442,0,3
145,10 - 1,0,1,2.7109945357289265,1,1
145,37 - 17,1,1,3.48098145214379,1,1
145,663 - 175,2,1,7.192824507297274,1,1
145,640 × 319,2,2,7.204829786893308,1,1
145,520 ÷ 104,2,3,3.257248883245298,0,2
145,73 ÷ 73,1,3,3.9849770795219577,0,4
145,4 ÷ 1,0,3,7.240235197829514,1,1
145,66 ÷ 11,1,3,4.116159115325105,0,4
145,1 ÷ 1,0,3,4.697762541541506,1,1
146,6 + 4,0,0,7.053436948921028,1,1
146,10 + 92,1,0,2.0245046360352688,1,1
146,881 + 124,2,0,6.672140120383751,1,1
146,562 - 210,2,1,9.737014144194394,0,2
146,66 - 18,1,1,2.80053776494247,1,1
146,904 - 294,2,1,2.013918629741571,1,1
146,789 × 467,2,2,5.974554898329273,0,2
146,37 × 12,1,2,1.4121624281121656,1,1
146,787 × 197,2,2,8.212872708086682,1,1
146,230 ÷ 115,2,3,9.145091236424735,0,4
146,86 ÷ 86,1,3,9.727765676862862,0,4
146,2 ÷ 2,0,3,6.802448738380294,1,1
146,24 ÷ 24,1,3,7.417720400216245,0,4
146,8 ÷ 1,0,3,5.627878292300725,1,1
146,96 ÷ 32,1,3,9.62626026097001,0,3
146,2 ÷ 2,0,3,4.130006985494834,0,4
146,10 ÷ 5,0,3,9.345914230151525,0,4
146,9 ÷ 1,0,3,4.020054485906825,0,3
146,6 ÷ 2,0,3,9.311303611974866,1,1
146,26 ÷ 26,1,3,8.60879311423931,1,1
146,978 ÷ 163,2,3,4.2536262965244855,0,2
146,70 ÷ 70,1,3,1.093667335423242,0,2
146,2 ÷ 2,0,3,4.143648825821982,1,1
146,95 ÷ 95,1,3,8.928807554462532,1,1
146,846 ÷ 141,2,3,5.750106946988746,0,3
146,50 ÷ 25,1,3,7.6524292656700625,1,1
146,747 ÷ 249,2,3,9.93301653568727,0,2
146,23 ÷ 23,1,3,5.373654598321438,1,1
146,901 ÷ 901,2,3,6.886155659701707,0,4
146,90 ÷ 18,1,3,1.5125830063248338,1,1
147,2 + 9,0,0,2.223939181964248,1,1
147,59 + 73,1,0,9.410844734068759,0,4
147,4 + 4,0,0,9.38448737281033,0,3
147,6 + 1,0,0,3.605206879844564,0,4
147,8 + 1,0,0,1.7309965887993357,0,2
147,5 + 4,0,0,6.069915737952089,0,3
147,1 + 3,0,0,4.07018607184528,1,1
147,15 + 10,1,0,2.6460494191395214,1,1
147,653 + 476,2,0,9.719666509059563,0,4
147,85 + 46,1,0,8.640518395837539,0,4
147,4 + 3,0,0,2.246567883927271,0,2
147,6 + 9,0,0,6.112507359598526,1,1
147,19 + 10,1,0,9.386938805696458,0,3
147,1 + 1,0,0,7.6601566321292465,1,1
147,94 + 65,1,0,6.708448982760331,0,3
147,10 + 7,0,0,8.551057712129419,1,1
147,62 + 70,1,0,3.576566552459661,0,3
147,3 + 2,0,0,3.1427336801236074,1,1
147,25 + 79,1,0,4.066588396551756,0,4
147,7 + 1,0,0,2.351803719907612,1,1
147,65 + 35,1,0,9.00144379023687,0,3
147,7 + 5,0,0,8.828660837651443,1,1
147,92 + 76,1,0,8.52613385020597,1,1
147,933 + 689,2,0,3.186257005966155,0,3
147,85 + 19,1,0,8.369945307602341,1,1
147,550 + 642,2,0,6.967380272041202,1,1
147,427 - 414,2,1,6.746850752399875,0,2
147,82 - 10,1,1,5.935431086354986,1,1
147,443 - 316,2,1,2.4722415349632603,0,4
147,78 - 25,1,1,8.522299772209582,1,1
148,10 + 8,0,0,8.339150299881108,1,1
148,70 + 80,1,0,4.74232219616149,0,4
148,4 + 5,0,0,9.26301843712922,0,4
148,6 + 9,0,0,2.409880816898311,1,1
148,87 + 83,1,0,1.0617098095418174,1,1
148,962 + 204,2,0,3.4986197407964115,0,3
148,44 + 63,1,0,5.409020530339242,1,1
148,999 + 338,2,0,2.1288922570219917,1,1
148,980 - 857,2,1,4.881299168190491,0,3
148,38 - 33,1,1,8.091343001709522,0,3
148,8 - 6,0,1,6.324934488561887,1,1
148,34 - 29,1,1,7.320862593137955,1,1
148,863 - 709,2,1,1.4256727384101424,0,3
148,66 - 53,1,1,2.593127011908468,0,3
